-0.4022  	0.12657  	0.24021  	-0.0749  	-0.1506  	-0.6988  	0.40535  	-0.7521  	0.00121  	0.04978  	0.18415  	0.41050  	0.38790  	0.35182  	0.12641  	0.46623  	0.21095  	0.38154  	0.04580  	0.34060  	-0.0984  	-0.1401  	0.21772  	0.36256  	-0.6848  	0.11175  	0.06934  	-0.2164  	-0.1170  	0.07459  	-0.0884  	0.00842  	0.44305  	-0.0826  	0.06698  	0.16317  	-0.0042  	-0.0564  	0.19257  	0.04563  	-0.2021  	0.10025  	0.07101  	-0.1728  	0.00211  	0.02114  	-0.0100  	0.03401  	0.03360  	-0.0101  	-0.0315  	0.01343  	-0.0119  	-0.0141  	-0.0007  	0.00446  	-0.0101  	0.01159  	-0.0146  	0.00339  	0.01532  	0.02572  	0.02809  	-0.0049  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.4638  	0.03489  	0.09641  	-0.0898  	-0.1368  	-0.7518  	0.42257  	-0.8344  	-0.0432  	0.09155  	0.22885  	0.38350  	0.36003  	0.20932  	-0.0157  	0.44516  	0.19730  	0.37480  	0.03807  	0.42862  	-0.2008  	-0.1179  	0.11015  	0.41086  	-0.6174  	0.09081  	0.05303  	-0.1388  	-0.0807  	0.07360  	-0.1123  	0.01882  	0.37982  	-0.0810  	0.06290  	0.23326  	-0.0143  	-0.0595  	0.16989  	0.06296  	-0.2141  	0.08570  	0.05574  	-0.1611  	0.00995  	0.01370  	-0.0179  	0.02558  	0.03137  	-0.0220  	-0.0220  	0.01132  	-0.0163  	-0.0169  	-0.0027  	0.00604  	0.00010  	0.00599  	-0.0228  	0.00505  	0.01084  	0.01479  	0.03031  	0.00209  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.6499  	0.01058  	0.05354  	-0.0839  	-0.1493  	-0.8014  	0.38203  	-0.8132  	-0.0811  	0.05666  	0.19644  	0.33362  	0.29790  	0.18118  	-0.0154  	0.41928  	0.21303  	0.35284  	0.09421  	0.39285  	-0.0915  	-0.1266  	0.15903  	0.51415  	-0.5556  	0.08001  	0.28371  	-0.1938  	-0.1321  	0.14904  	-0.1616  	0.05021  	0.32761  	-0.1000  	0.08062  	0.25261  	0.01769  	-0.0402  	0.12469  	0.04529  	-0.2809  	0.11268  	0.01373  	-0.1611  	-0.0031  	0.00344  	-0.0264  	0.02606  	0.03035  	-0.0351  	-0.0292  	0.01378  	-0.0118  	-0.0018  	-0.0063  	-0.0030  	0.00636  	0.01013  	-0.0095  	0.00824  	0.00327  	0.01496  	0.04086  	-0.0031  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.7688  	0.02624  	0.00300  	-0.0530  	-0.0588  	-0.8240  	0.38282  	-0.8147  	-0.1084  	0.09131  	0.19979  	0.43075  	0.29105  	0.20461  	0.07405  	0.35766  	0.21216  	0.33060  	0.08570  	0.38169  	-0.1107  	-0.1321  	0.17715  	0.47544  	-0.5828  	0.07206  	0.27556  	-0.1856  	-0.1042  	0.14526  	-0.1293  	0.01924  	0.34853  	-0.0925  	0.06896  	0.21506  	-0.0048  	-0.0615  	0.14646  	0.04652  	-0.3210  	0.13960  	0.00386  	-0.1746  	0.00440  	0.00993  	-0.0220  	0.01226  	0.02295  	-0.0323  	-0.0208  	0.01226  	-0.0224  	-0.0005  	-0.0046  	0.00450  	0.00736  	0.00912  	-0.0093  	0.01090  	0.00837  	0.01888  	0.03382  	-0.0139  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.6355  	0.03868  	1.03388  	0.09822  	0.05177  	-0.8023  	0.39964  	-0.7499  	-0.0803  	0.03877  	0.15650  	0.54323  	0.32894  	0.29972  	0.22080  	0.39794  	0.20935  	0.32818  	0.06324  	0.43652  	-0.1093  	-0.1618  	0.13941  	0.47410  	-0.5865  	0.08241  	0.19571  	-0.1195  	-0.0522  	0.14918  	-0.1369  	0.00573  	0.38759  	-0.0835  	0.11195  	0.18494  	-0.0423  	-0.0819  	0.16715  	0.06386  	-0.3303  	0.13424  	-0.0014  	-0.1762  	0.01543  	0.01351  	-0.0152  	0.00257  	0.02628  	-0.0381  	-0.0253  	0.01019  	-0.0262  	0.00043  	-0.0061  	0.00807  	0.00762  	-0.0024  	-0.0092  	0.01450  	0.00687  	0.02420  	0.01900  	-0.0172  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.5246  	0.05642  	0.00221  	0.24668  	0.14645  	-0.7002  	0.41850  	-0.6794  	-0.0490  	-0.0135  	0.03928  	0.61034  	0.39893  	0.41418  	0.31157  	0.41394  	0.19578  	0.37622  	0.05673  	0.43998  	-0.1368  	-0.1637  	0.09242  	0.46283  	-0.6301  	0.08637  	0.11764  	-0.0394  	-0.0165  	0.12867  	-0.1437  	-0.0239  	0.39265  	-0.0768  	0.11418  	0.19814  	-0.1073  	-0.1023  	0.20074  	0.08101  	-0.3135  	0.14027  	0.00657  	-0.1752  	0.00012  	0.02298  	-0.0171  	0.01404  	0.03051  	-0.0267  	-0.0329  	0.00401  	-0.0223  	-0.0061  	-0.0003  	0.00637  	0.01039  	0.00688  	-0.0072  	2.69046  	-0.0012  	0.01737  	0.01136  	-0.0117  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.4535  	0.09100  	0.03286  	0.34052  	0.19420  	-0.6404  	0.41241  	-0.6776  	-0.0475  	-0.0575  	-0.0450  	0.59520  	0.43765  	0.50502  	0.39298  	0.42369  	0.18068  	0.37473  	0.04553  	0.44263  	-0.1656  	-0.1310  	0.05870  	0.43974  	-0.6072  	0.09884  	0.11254  	-0.0150  	0.01385  	0.16413  	-0.1473  	-0.0114  	0.39676  	-0.0665  	0.10593  	0.19063  	-0.1006  	-0.1121  	0.21497  	0.07953  	-0.3126  	0.14025  	0.01988  	-0.1850  	-0.0045  	0.01652  	-0.0147  	0.03356  	0.03825  	-0.0222  	-0.0329  	0.00816  	-0.0186  	-0.0099  	-0.0004  	0.01305  	0.00377  	0.00066  	-0.0054  	0.00116  	-0.0001  	0.01654  	0.00125  	-0.0119  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.3743  	0.12575  	0.06559  	0.47236  	0.26784  	-0.6238  	0.41609  	-0.6805  	-0.0571  	-0.0960  	-0.1510  	0.53047  	0.49265  	0.66324  	0.58293  	0.39468  	0.17446  	0.31591  	0.04317  	0.41534  	-0.2041  	-0.0613  	0.03299  	0.43748  	-0.5092  	0.07517  	0.17968  	-0.0101  	0.05970  	0.23647  	-0.1505  	-0.0105  	0.42500  	-0.0753  	0.16026  	0.15895  	-0.0693  	-0.1354  	0.22304  	0.07703  	-0.3511  	0.14229  	-0.0038  	-0.1956  	0.00465  	0.01796  	-0.0213  	0.02753  	0.02423  	-0.0320  	-0.0249  	0.00997  	-0.0223  	-0.0152  	-0.0017  	0.01693  	0.00674  	0.00117  	-0.0025  	0.01094  	0.01468  	0.02587  	0.01037  	-0.0118  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.3452  	0.12399  	0.07987  	0.51126  	0.23420  	-0.5689  	0.41817  	-0.7014  	-0.0576  	-0.0915  	-0.2045  	0.47957  	0.51097  	0.73213  	0.68805  	0.34927  	0.19826  	0.30662  	0.04303  	0.40053  	-0.2119  	-0.0243  	0.04096  	0.44368  	-0.4753  	0.07491  	0.16823  	-0.0564  	0.08061  	0.25589  	-0.1789  	-0.0125  	0.40288  	-0.0671  	0.14500  	0.14016  	-0.0642  	-0.1202  	0.23129  	0.09730  	-0.3474  	0.14037  	0.00841  	-0.1931  	0.02696  	0.02039  	-0.0238  	0.01896  	0.01891  	-0.0305  	-0.0315  	0.00986  	-0.0204  	-0.0161  	-0.0003  	0.01593  	-0.0011  	0.00269  	-0.0089  	0.01535  	0.01172  	0.02549  	0.01145  	-0.0118  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
-0.2734  	0.12154  	0.15143  	0.53330  	0.17981  	-0.4832  	0.39626  	-0.6904  	-0.0348  	-0.1112  	-0.2232  	0.45463  	0.51313  	0.67521  	0.75869  	0.29552  	0.20661  	0.23164  	0.03469  	0.34481  	-0.1271  	0.00580  	0.14245  	0.47160  	-0.5425  	0.06805  	0.21349  	-0.1669  	-0.0152  	0.23663  	-0.1804  	-0.0163  	0.40021  	-0.0723  	0.14511  	0.10896  	0.00630  	-0.1053  	0.19248  	0.07575  	-0.3458  	0.14222  	0.01984  	-0.1709  	0.02300  	0.01960  	-0.0260  	0.01817  	0.02643  	-0.0274  	-0.0428  	0.00910  	-0.0213  	-0.0154  	-0.0028  	0.00934  	-0.0003  	0.00127  	-0.0174  	0.01075  	0.00616  	0.01908  	0.01465  	-0.0126  	0.03946  	-0.0038  	-0.0050  	-0.0041  	0.00378  	0.27216  	
